aa	Afaraf
xdy-x-benawas	Benawas
xdy-x-dayakayrupas	Dayak Air Upas
xdy-x-dayakbaya	Dayak Baya
xdy-x-dayakbuket	Dayak Dayak Buket
xdy-x-dayakdelang	Dayak Delang
xdy-x-dayakensilat	Dayak Ensilat
xdy-x-dayakkayung	Dayak Kayung
xdy-x-dayakkrio	Dayak Krio
xdy-x-dayaklau	Dayak Lau
xdy-x-dayaklaur	Dayak Laur
xdy-x-dayakloksado	Dayak Loksado
xdy-x-dayakmembulu	Dayak Membulu'
xdy-x-dayakmentobi	Dayak Mentobi
xdy-x-dayakmongko	Dayak Mongko
xdy-x-dayakpangin	Dayak Pangin
xdy-x-dayakpawatn	Dayak Pawatn
xdy-x-dayakpayak	Dayak Payak
xdy-x-dayakpunti	Dayak Punti
xdy-x-dayakpunuk	Dayak Punuk
xdy-x-dayakriam	Dayak Riam
xdy-x-dayakserawai	Dayak Serawai
xdy-x-dayaksuruk	Dayak Suruk
xdy-x-dayaktebidah	Dayak Tebidah
xdy-x-dayaktola	Dayak Tola
xdy-x-delang	Delang
xdy-x-gerungang	Dayak Gerungang
xdy-x-ingarsilat	Dayak Ingar Silat
xdy-x-jungkal	Dayak Jungkal
xdy-x-kantu	Dayak Kantu
xdy-x-karabat	Dayak Karabat
xdy-x-kayong	Dayak Kayong
xdy-x-kebuai	Dayak Kebuai
xdy-x-kemuning	Dayak Kemuning
xdy-x-kengkubang	Dayak Kengkubang
xdy-x-lamandau	Lemandau
xdy-x-lemandau	Dayak Lemandau
xdy-x-maamp	Dayak Maamp
xdy-x-mahawa	Dayak Mahawa
xdy-x-manggaling	Dayak Manggaling
xdy-x-marausinar	Dayak Marau Sinar Bulan
xdy-x-marautempay	Dayak Marau Tempayak
xdy-x-melahui	Dayak Melahui
xdy-x-mentaya	Mentaya
xdy-x-mentebah	Dayak Mentebah
xdy-x-mentobi	Mentobi
xdy-x-ollamelahui	Dayak Olla Melahui
xdy-x-parangkunyit	Dayak Parangkunyit
xdy-x-parenggean	Parenggean
xdy-x-payakpapak	Dayak Payak Papak
xdy-x-pelanjau	Dayak Pelanjau
xdy-x-pengancing	Dayak Pengancing
xdy-x-pengatapan	Dayak Pengatapan
xdy-x-perigiq	Dayak Perigiq
xdy-x-peringkunyit	Dayak Peringkunyit
xdy-x-pesangaran	Dayak Pesangaran
xdy-x-petebang	Dayak Petebang
xdy-x-putaran	Dayak Putaran
xdy-x-randaujoka	Dayak Randau Joka
xdy-x-sawe	Dayak Sawe
xdy-x-sekakai	Dayak Sekakai
xdy-x-semanak	Dayak Semanak
xdy-x-senduruhan	Dayak Senduruhan
xdy-x-sepauhan	Dayak Sepauhan
xdy-x-serengkah	Dayak Serengkah
xdy-x-songkap	Dayak Songkap
xdy-x-suangensilat	Dayak Suang Ensilat
xdy-x-suhaid	Dayak Suhaid
xdy-x-sukamara	Dayak Sukamara
xdy-x-sumanjawat	Dayak Sumanjawat
xdy-x-tamuan	Dayak Tamuan
xdy-x-undau	Dayak Undau
xeb	Eblan
xed	Hdi
xeg	Batwa
xel	Kelo
xem	Kembayan
xem-x-baope	Dayak Baope
xem-x-dayakgolik	Dayak Golik
xem-x-hibun	Hibun
xem-x-karambai	Dayak Karambai
xem-x-sekayam	Dayak Sekayam
xep	Epi-Olmec
xer	Xerénte
xes	Kesawai
xes-x-korumu	Korumu
xet	Xetá
xeu	Keoru-Ahia
xfa	Faliscan
xga	Galatian
xgb	Gbin
xgf	Gabrielino-Fernandeño
xgl	Galindan
xgr	Garza
xgu	Unggumi
xh	isiXhosa
xha	Harami
xhc	Hunnic
xhd	Hadrami
xhe	Khetrani
xhr	Hernican
xht	Hattic
xhu	Hurrian
xhv	Khua
xib	Iberian
xii	Xiri
xil	Illyrian
xir	Xiriâna
xis	Kisan
xiv	Indus Valley Language
xiy	Xipaya
xka	کلکوٹی
xkb	Northern Nago
xkc	گویش خوئینی
xkd	Mendalam Kayan
xke	Kereho
xkf	Khengkha
xkg	Gworog
xkh	Karahawyana
xki	Kenyan Sign Language
xkj	Kajali
xkk	Kaco'
xkl	Mainstream Kenyah
xkl-x-badeng	Badeng
xkl-x-bakung	Dayak Bakung
xkl-x-dayakagabag	Dayak Agabag
xkl-x-lepokbakung	Lepok Bakung
xkl-x-lepokbemi	Lepok Bemi
xkl-x-lepoke	Lepo' Ke
xkl-x-lepokjalan	Lepok Jalan
xkl-x-lepokkulit	Lepok Kulit
xkl-x-lepoktou	Lepok Tou
xkl-x-lepomaut	Lepo Ma'ut
xkl-x-lepotepu	Lepo Tepu
xkl-x-longjalan	Long Jalan
xkl-x-longlake	Long Lake
xkl-x-ndang	Lepo Ndang
xkl-x-umatukung	Kenya Uma Tukung
xkn	Kayan River Kayan
xkn-x-dayakkayaan	Dayak Dayak Kayaan
xkn-x-kayan	Dayak Kayan
xkn-x-umaapan	Kayan Uma Apan
xkn-x-umalekan	Kayan Uma Lekan
xko	Kiorr
xkp	Kabatei
xkq	Koroni
xkr	Xakriabá
xks	Kumbewaha
xkt	Kantosi
xku	Kaamba
xkv	Kgalagadi
xkw	Kembra
xkx	Karore
xky	Uma' Lasan
xky-x-longnyau	Long Nyau
xky-x-umaalim	Dayak Uma' Alim
xkz	Kurtokha
xla	Kamula
xlb	Loup B
xlc	Lycian
xld	Lydian
xle	Lemnian
xlg	Ligurian (Ancient)
xli	Liburnian
xln	Alanic
xlo	Loup A
xlp	Lepontic
xls	Lusitanian
xlu	Cuneiform Luwian
xly	Elymian
xma	Mushungulu
xmb	Mbonga
xmc	Makhuwa-Marrevone
xmd	Mbudum
xme	Median
xmf	მარგალური ნინა
xmg	Mengaka
xmh	Kuku-Muminh
xmj	Majera
xmk	Ancient Macedonian
xml	Malaysian Sign Language
xml-x-sibi	SIBI
xmm	Manado Malay
xmm-x-borgo	Borgo Malay
xmn	Manichaean Middle Persian
xmo	Morerebi
xmr	Meroitic
xms	Moroccan Sign Language
xmt	Matbat
xmv	Antankarana Malagasy
xmw	Tsimihety Malagasy
xmx	Maden
xmz	Mori Bawah
xna	Ancient North Arabian
xnb	Kanakanabu
xng	Middle Mongolian
xnh	宽语
xni	Ngarigu
xnn	Northern Kankanay
xno	Anglo-Norman
xnr	Kangri
xns	Kanashi
xnt	Narragansett
xny	Nyiyaparli
xnz	Kenzi
xod	Kokoda
xog	Soga
xog-x-lukono	Lukono
xog-x-lulamogi	Lulamogi
xog-x-lusiki	Lusiki
xoi	Kominimung
xok	Xokleng
xom	Komo (Sudan)
xom-x-thawadaway	Thawad Awayr
xon	Konkomba
xon-x-komba	Komba
xoo	Xukurú
xop	Kopar
xor	Korubo
xow	Kowaki
xpc	Pecheneg
xpe	Liberia Kpelle
xpg	Phrygian
xpi	Pictish
xpk	Kulina Pano
xpm	Pumpokol
xpn	Kapinawá
xpo	Pochutec
xpp	Puyo-Paekche
xpq	Mohegan-Pequot
xpr	Parthian
xps	Pisidian
xpu	Punic
xpy	Puyo
xqa	Karakhanid
xqt	Qatabanian
xra	Krahô
xrb	Eastern Karaboro
xri	Krikati-Timbira
xrm	Armazic
xrn	Arin
xrr	Raetic
xrt	Aranama-Tamique
xru	Marriammu
xrw	Karawa
xsa	Sabaean
xsb	Sambal
xsc	Scythian
xsd	Sidetic
xse	Sempan
xsh	Shamang
xsi	Sio
xsj	Subi
xsl	South Slavey
xsm	Kasem
xsn	Sanga (Nigeria)
xso	Solano
xsp	Silopi
xsp-x-sawaru	Sawaru
xsq	Makhuwa-Saka
xsr	शेर्पा
xsr-x-shyarpa	Shyarpa
xss	Assan
xsu	Sanumá
xsv	Sudovian
xsy	Saisiyat
xta	Alcozauca Mixtec
xtb	Chazumba Mixtec
xtc	Katcha-Kadugli-Miri
xtd	Diuxi-Tilantongo Mixtec
xte	Ketengban
xtg	Transalpine Gaulish
xth	Yitha Yitha
xti	Sinicahua Mixtec
xtj	San Juan Teita Mixtec
xtl	Tijaltepec Mixtec
xtm	Magdalena Peñasco Mixtec
xtn	Northern Tlaxiaco Mixtec
xto	Tokharian A
xtp	San Miguel Piedras Mixtec
xtq	Tumshuqese
xtr	Early Tripuri
xts	Sindihui Mixtec
xtt	Tacahua Mixtec
xtu	Cuyamecalco Mixtec
xtw	Tawandê
xty	Yoloxochitl Mixtec
xtz	Tasmanian
xua	Alu Kurumba
xub	Betta Kurumba
xud	Umiida
xug	山原言葉
xuj	Jennu Kurumba
xum	Umbrian
xuo	Kuo
xup	Upper Umpqua
xur	Urartian
xuu	Kxoe
xuu-x-kwedam	Kwedam
xve	Venetic
xvi	کامويري
xvn	Vandalic
xvo	Volscian
xvs	Vestinian
xwa	Kwaza
xwc	Woccon
xwd	Wadi Wadi
xwe	Xwela Gbe
xwg	Kwegu
xwk	Wangkumara
xwl	Western Xwla Gbe
xwo	Written Oirat
xwr	Kwerba Mamberamo
xxb	Boro (Ghana)
xxk	Ke'o
xxm	Minkin
xxt	Tambora
xyl	Yalakalore
xyy	Yorta Yorta
xzh	Zhang-Zhung
xzm	Zemgalian
xzp	Ancient Zapotec
yaa	Yaminahua
yab	Yuhup
yac	Pass Valley Yali
yad	Yagua
yae	Pumé
yaf	Yaka (Democratic Republic of Congo)
yaf-x-mikagnya	Mikagnya
yag	Yámana
yah	Yazgulyam
yai	Yagnobi
yaj	Banda-Yangere
yak	Yakama
yal	Yalunka
yam	Yamba
yan	Mayangna
yan-HN-tawahaka	Placeholder Language
yan-x-tawahaka	Tawahaka
yao	Yao
yap	Yapese
yaq	Yaqui
yar	Yabarana
yas	Nugunu (Cameroon)
yat	Yambeta
yat-x-nedeck	Nedeck
yau	Yuwana
yav	Yangben
yaw	Yawalapití
yax	Yauma
yay	Agwagwune
yaz	Lokaa
yba	Yala
ybb	Yemba
ybe	西部裕固语
ybh	Yakha
ybi	Yamphu
ybj	Hasha
ybk	Bokha
ybl	Yukuben
ybm	Yaben
ybn	Yabaâna
ybo	Yabong
ybo-x-baded	Baded
ybo-x-basor	Basor
ybo-x-mase	Mase
ybo-x-yaugang	Yaugang
ybx	Yawiyo
yby	Yaweyuha
ych	车苏
ycl	倮倮泼
ycn	Yucuna
ycp	Chepya
yda	Yanda
ydd	יידיש המזרחי
yde	Yangum Dey
ydg	یدغہ
ydk	Yoidik
ydk-x-iyaqnam	Iyaqnam
ydk-x-wasabwara	Wasab Wara
ydk-x-yab	Yab
yea	Ravula
yec	Yeniche
yee	Yimas
yej	יווניטיקה
yel	Yela
yer	Tarok
yes	Nyankpa
yet	Yetfa
yeu	Yerukula
yeu-x-kunche	Kuncherukala
yev	Yapunda
yey	Yeyi
ygl	Yangum Gel
ygm	Yagomi
ygp	葛泼语
ygr	Yagaria
ygr-x-huwa	Arokara
ygr-x-iyau	Kimi
ygs	Yolŋu Sign Language
ygu	Yugul
ygw	Yagwoia
yha	巴哈语
yhd	עיראקית יהודית
yhd-x-judeoarabic	عربية يهودية
yhl	Hlepho Phowa
yhs	Yan-nhaŋu Sign Language
yi	ייִדיש
yia	Yinggarda
yif	阿车
yig	乌撒纳苏语
yih	Western Yiddish
yii	Yidiny
yij	Yindjibarndi
yik	东山坝腊罗语
yim	Yimchungru Naga
yin	Yinchia
yip	Pholo
yiq	密察
yir	North Awyu
yis	Yis
yit	东腊鲁语
yiu	阿鲁
yiu-x-long	Long
yiv	北尼苏语
yix	阿细
yiz	阿哲
yka	Yakan
ykg	Северноюкагирский
yki	Yoke
ykk	Yakaikeke
ykl	Khlula
ykm	Kap
ykn	跨恩斯话
yko	Yasa
ykr	Yekora
ykt	嘎苏话
yku	跨玛斯话
yky	Yakoma
yla	Yaul
ylb	Yaleba
yle	Yele
ylg	Yelogu
yli	Angguruk Yali
yll	Yil
ylm	Limi
yln	郎念布央语
ylo	纳罗
ylu	Aribwaung
yly	Nyâlayu
ymb	Yambes
ymc	Southern Muji
ymc-x-huamuji	Hua Muji
ymd	木达
ymg	Yamongeri
ymh	Mili
ymi	Moji
ymk	Makwe
yml	Iamalele
ymm	Maay
ymn	Yamna
ymo	Yangum Mon
ymp	Yamap
ymq	Qila Muji
ymq-x-midiqi	Midi Qi Muji
ymr	Malasar
yms	Mysian
ymx	Northern Muji
ymz	Muzi
yna	阿罗语
yne	拉乌
yng	Yango
ynk	Наука́нский
ynl	Yangulam
ynl-x-buram	Buram
ynn	Yana
yno	Yong
ynq	Yendang
yns	Yansi
yns-x-kiangi	Kiangi
ynu	Yahuna
yo	Yorùbá
yog	Yogad
yoi	与那国物言
yok	Yokuts
yol	Yola
yom	Yombe
yon	Yongkom
yor-x-ilaje	Ilaje
yor-x-ondo	Ondo
yot	Yotti
yox	ユンヌフトゥバ
yoy	Yoy
ypa	Phala
ypb	Labo Phowa
ypg	Phola
yph	Phupha
ypm	Phuma
ypn	Ani Phowa
ypo	Alo Phola
ypp	Phupa
ypp-x-pucu	Pucu
ypz	Phuza
yra	Yerakai
yrb	Yareba
yrb-x-rarafa	Rarafa
yre	Yaouré
yri	Yarí
yrk	Ненецкий
yrl	Nhengatu
yrm	Yirrk-Mel
yrn	雅郎布央语
yrs	Yarsun
yrw	Yarawata
yry	Yarluyandi
ysc	Yassic
ysd	撒慕
ysg	锁内嘎话
ysl	Yugoslavian Sign Language
ysn	撒尼
yso	基諾語 (China)
yso-x-lolo	Lo Lo
ysp	南倮倮泼语
yss	Yessan-Mayo
ysy	白彝
yta	他鲁
ytl	堂郎语
ytp	Thopho
ytw	Yout Wam
yty	Yatay
yua	Yucateco
yuc	Yuchi
yud	טריפוליטאית יהודית
yue	粵語
yue-x-xaphang	Xa Phang
yuf	Havasupai-Walapai-Yavapai
yug	Югский
yui	Yurutí
yuj	Karkar-Yuri
yuk	Yuki
yul	Yulu
yum	Quechan
yun	Ɓəna (Nigeria)
yup	Yukpa
yuq	Yuqui
yur	Yurok
yut	Yopno
yuw	Yau (Morobe Province)
yux	Южноюкагирский
yuy	东部裕固语
yuz	Yuracare
yva	Yawa
yvt	Yavitero
ywa	Kalou
ywg	Yinhawangka
ywl	腊罗
ywn	Yawanawa
ywq	武禄彝语
ywq-x-hongyi	Hong Yi
ywq-x-nasunan	Nasunan Yi
ywq-x-tusiyi	Tusi Yi
ywr	Yawuru
ywt	中腊罗语
ywt-x-datusiyi	Datusi Yi
ywu	乌蒙纳苏语
yxl	Yardliyawarra
yxm	Yinwum
yxu	Yuyu
yyr	Yir Yoront
yyu	Yau (Sandaun Province)
yyz	阿夷子
yzg	峨马布央语
yzk	Zokhuo
za	Saɯ cueŋƅ, Saw cuengh
zaa	Sierra de Juárez Zapotec
zab	San Juan Guelavía Zapotec
zac	Ocotlán Zapotec
zad	Cajonos Zapotec
zae	Yareni Zapotec
zaf	Ayoquesco Zapotec
zag	Zaghawa
zah	Zangwal
zai	Isthmus Zapotec
zaj	Zaramo
zak	Zanaki
zal	柔若
zam	Miahuatlán Zapotec
zao	Ozolotepec Zapotec
zap	Zapotec
zaq	Aloápam Zapotec
zar	Rincón Zapotec
zas	Santo Domingo Albarradas Zapotec
zat	Tabaa Zapotec
zau	Zangskari
zav	Yatzachi Zapotec
zaw	Mitla Zapotec
zax	Xadani Zapotec
zay	Zayse-Zergulla
zay-x-zergulla	Zergulla
zaz	Zari
zbc	Central Berawan
zbe	East Berawan
zbe-x-dayakbenawas	Dayak Benawas
zbl	Blissymbols
zbt	Batui
zbu	Buu
zbw	West Berawan
zca	Coatecas Altas Zapotec
zch	中紅水河壯語
zdj	Ngazidja Comorian
zea	Zeeuws
zeg	Zenag
zeh	红水河
zen	Zenaga
zga	Kinga
zga-x-mahanji	Mahanji
zgb	桂北
zgh	ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ
zgm	民讲
zgn	桂边
zgr	Magori
zh	中文 (Zhōngwén), 汉语, 漢語
zha-x-chineseoralversion	Chinese Oral Version
zhb	扎坝语
zhd	文马
zhi	Zhire
zhn	砚广
zho-x-chinoral	Oral Chinese
zho-x-writtencov	Written Chinese Oral Version
zh-tw	繁體中文
zhw	Zhoa
zia	Zia
zia-x-mawainage	Mawai Nage
zib	Zimbabwe Sign Language
zik	Zimakani
zil	Zialo
zim	Mesme
zin	Zinza
zir	Ziriya
ziw	Zigula
ziz	Zizilivakan
zka	Kaimbulawa
zkb	Koibal
zkd	Kadu
zkg	Koguryo
zkh	Khorezmian
zkk	Karankawa
zkn	Kanan
zko	Kott
zkr	Zakhring
zkt	Kitan
zku	Kaurna
zkv	Krevinian
zkz	Khazar
zlj	柳江
zlm	Malay (individual language)
zlm-x-akit	Akit
zlm-x-asahan	Asahan
zlm-x-batubara	Asahan Batubara
zlm-x-dataymalay	Datay Malay
zlm-x-deli	Deli
zlm-x-kapuashulu	Dayak Kapuas Hulu
zlm-x-kendawangan	Melayu Kendawangan
zlm-x-kisaran	Asahan Kisaran
zlm-x-melaypesisir	Melayu Pesisir
zlm-x-melayusambas	Melayu Sambas
zlm-x-perimping	Dayak Perimping
zlm-x-pontianak	Melayu Pontianak
zlm-x-sakai	Sakai
zlm-x-sandai	Melayu Sandai
zlm-x-sintang	Kentungau Sintang
zlm-x-talangmama	Talang Mamak
zlm-x-tanjngbalai	Asahan Tanjung Balai
zlm-x-tiong	Tionghoa Kwek
zln	连山
zlq	柳黔壯語
zma	Manda (Australia)
zmb	Zimba
zmb-x-kwange	Kwange
zmb-x-mamba	Mamba
zmd	Maridan
zmf	Mfinu
zmg	Marti Ke
zmi	Negeri Sembilan Malay
zmj	Maridjabin
zml	Madngele
zmm	Marimanindji
zmn	Mbangwe
zmo	Molo
zmp	Mpuono
zmq	Mituku
zmr	Maranunggu
zms	Mbesa
zmt	Maringarr
zmw	Mbo (Democratic Republic of Congo)
zmx	Bomitaba
zmy	Mariyedi
zmz	Mbandja
zna	Zan Gula
zne	Zande (individual language)
zng	Mang
zns	Mangas
zoc	Copainalá Zoque
zoh	Chimalapa Zoque
zom	Zou
zoo	Asunción Mixtepec Zapotec
zoq	Tabasco Zoque
zor	Rayón Zoque
zos	Francisco León Zoque
zpa	Lachiguiri Zapotec
zpb	Yautepec Zapotec
zpc	Choapan Zapotec
zpd	Southeastern Ixtlán Zapotec
zpe	Petapa Zapotec
zpf	San Pedro Quiatoni Zapotec
zpg	Guevea De Humboldt Zapotec
zph	Totomachapan Zapotec
zpi	Santa María Quiegolani Zapotec
zpj	Quiavicuzas Zapotec
zpk	Tlacolulita Zapotec
zpl	Lachixío Zapotec
zpm	Mixtepec Zapotec
zpn	Santa Inés Yatzechi Zapotec
zpo	Amatlán Zapotec
zpp	El Alto Zapotec
zpq	Zoogocho Zapotec
zpr	Santiago Xanica Zapotec
zps	Coatlán Zapotec
zpt	San Vicente Coatlán Zapotec
zpu	Yalálag Zapotec
zpv	Chichicapan Zapotec
zpw	Zaniza Zapotec
zpx	San Baltazar Loxicha Zapotec
zpy	Mazaltepec Zapotec
zpz	Texmelucan Zapotec
zqe	丘北
zra	Kara (Korea)
zrg	Mirgan
zrn	Zerenkel
zro	Záparo
zrs	Mairasi
zsa	Sarasira
zsk	Kaskean
zsl	Zambian Sign Language
zsm	Standard Malay
zsr	Southern Rincon Zapotec
zsu	Sukurum
zte	Elotepec Zapotec
ztg	Xanaguía Zapotec
ztl	Lapaguía-Guivini Zapotec
ztm	San Agustín Mixtepec Zapotec
ztn	Santa Catarina Albarradas Zapotec
ztp	Loxicha Zapotec
ztq	Quioquitani-Quierí Zapotec
zts	Tilquiapan Zapotec
ztt	Tejalapan Zapotec
ztu	Güilá Zapotec
ztx	Zaachila Zapotec
zty	Yatee Zapotec
zu	isiZulu
zua	Zeem
zuh	Tokano
zuh-x-ifiyufa	Mando Ifiyufa
zum	کمزاری
zun	Zuni
zuy	Zumaya
zwa	Zay
zxx	No linguistic content
zyb	邕北
zyg	得靖
zyj	右江
zyn	邕南
zyp	Zyphe Chin
zza	Zaza
zzj	左江
